Nombre,Plataforma,Editorial,Genero,Año,Region,Ventas
Bomberman 64: The Second Attack!,N64,Hudson Soft,Adventure,1999,Europa,0.01
Bomberman 64: The Second Attack!,N64,Hudson Soft,Adventure,1999,Japon,0.11
Bomberman 64: The Second Attack!,N64,Hudson Soft,Adventure,1999,NorteAmerica,0.05
Bomberman 64: The Second Attack!,N64,Hudson Soft,Adventure,1999,Otros,0
Fire ProWrestling G,PS,Human Entertainment,Fighting,1999,Europa,0
Fire ProWrestling G,PS,Human Entertainment,Fighting,1999,Japon,0.18
Fire ProWrestling G,PS,Human Entertainment,Fighting,1999,NorteAmerica,0
Fire ProWrestling G,PS,Human Entertainment,Fighting,1999,Otros,0.01
Zen-Nippon Pro Wrestling: Ouja no Kon,PS,Human Entertainment,Fighting,1999,Europa,0
Zen-Nippon Pro Wrestling: Ouja no Kon,PS,Human Entertainment,Fighting,1999,Japon,0.12
Zen-Nippon Pro Wrestling: Ouja no Kon,PS,Human Entertainment,Fighting,1999,NorteAmerica,0
Zen-Nippon Pro Wrestling: Ouja no Kon,PS,Human Entertainment,Fighting,1999,Otros,0.01
Fighter Destiny 2,N64,Imagineer,Fighting,1999,Europa,0.01
Fighter Destiny 2,N64,Imagineer,Fighting,1999,Japon,0
Fighter Destiny 2,N64,Imagineer,Fighting,1999,NorteAmerica,0.04
Fighter Destiny 2,N64,Imagineer,Fighting,1999,Otros,0
Rally Challenge 2000,N64,Imagineer,Racing,1999,Europa,0.01
Rally Challenge 2000,N64,Imagineer,Racing,1999,Japon,0
Rally Challenge 2000,N64,Imagineer,Racing,1999,NorteAmerica,0.03
Rally Challenge 2000,N64,Imagineer,Racing,1999,Otros,0
Medarot 2: Kabuto / Kuwagata Version,GB,Imagineer,Role-Playing,1999,Europa,0
Medarot 2: Kabuto / Kuwagata Version,GB,Imagineer,Role-Playing,1999,Japon,0.54
Medarot 2: Kabuto / Kuwagata Version,GB,Imagineer,Role-Playing,1999,NorteAmerica,0
Medarot 2: Kabuto / Kuwagata Version,GB,Imagineer,Role-Playing,1999,Otros,0
Expendable,PS,Infogrames,Action,1999,Europa,0.02
Expendable,PS,Infogrames,Action,1999,Japon,0
Expendable,PS,Infogrames,Action,1999,NorteAmerica,0.03
Expendable,PS,Infogrames,Action,1999,Otros,0
Mission: Impossible,PS,Infogrames,Action,1999,Europa,0.2
Mission: Impossible,PS,Infogrames,Action,1999,Japon,0
Mission: Impossible,PS,Infogrames,Action,1999,NorteAmerica,0.29
Mission: Impossible,PS,Infogrames,Action,1999,Otros,0.03
Gekido,PS,Infogrames,Fighting,1999,Europa,0.04
Gekido,PS,Infogrames,Fighting,1999,Japon,0
Gekido,PS,Infogrames,Fighting,1999,NorteAmerica,0.06
Gekido,PS,Infogrames,Fighting,1999,Otros,0.01
Bugs Bunny: Lost in Time,PS,Infogrames,Platform,1999,Europa,0.15
Bugs Bunny: Lost in Time,PS,Infogrames,Platform,1999,Japon,0
Bugs Bunny: Lost in Time,PS,Infogrames,Platform,1999,NorteAmerica,0.22
Bugs Bunny: Lost in Time,PS,Infogrames,Platform,1999,Otros,0.03
Test Drive Le Mans,PS,Infogrames,Racing,1999,Europa,0.02
Test Drive Le Mans,PS,Infogrames,Racing,1999,Japon,0
Test Drive Le Mans,PS,Infogrames,Racing,1999,NorteAmerica,0.03
Test Drive Le Mans,PS,Infogrames,Racing,1999,Otros,0
Worms Armageddon,N64,Infogrames,Strategy,1999,Europa,0.01
Worms Armageddon,N64,Infogrames,Strategy,1999,Japon,0
Worms Armageddon,N64,Infogrames,Strategy,1999,NorteAmerica,0.03
Worms Armageddon,N64,Infogrames,Strategy,1999,Otros,0
Earthworm Jim 3D,N64,Interplay,Platform,1999,Europa,0.02
Earthworm Jim 3D,N64,Interplay,Platform,1999,Japon,0
Earthworm Jim 3D,N64,Interplay,Platform,1999,NorteAmerica,0.1
Earthworm Jim 3D,N64,Interplay,Platform,1999,Otros,0
Renegade Racers,PS,Interplay,Racing,1999,Europa,0.01
Renegade Racers,PS,Interplay,Racing,1999,Japon,0
Renegade Racers,PS,Interplay,Racing,1999,NorteAmerica,0.01
Renegade Racers,PS,Interplay,Racing,1999,Otros,0
Interplay Sports Baseball 2000,PS,Interplay,Sports,1999,Europa,0.02
Interplay Sports Baseball 2000,PS,Interplay,Sports,1999,Japon,0
Interplay Sports Baseball 2000,PS,Interplay,Sports,1999,NorteAmerica,0.03
Interplay Sports Baseball 2000,PS,Interplay,Sports,1999,Otros,0
K-1 Grand Prix,PS,Jaleco,Fighting,1999,Europa,0.01
K-1 Grand Prix,PS,Jaleco,Fighting,1999,Japon,0
K-1 Grand Prix,PS,Jaleco,Fighting,1999,NorteAmerica,0.01
K-1 Grand Prix,PS,Jaleco,Fighting,1999,Otros,0
Vanark,PS,Jaleco,Shooter,1999,Europa,0.01
Vanark,PS,Jaleco,Shooter,1999,Japon,0
Vanark,PS,Jaleco,Shooter,1999,NorteAmerica,0.01
Vanark,PS,Jaleco,Shooter,1999,Otros,0
Hamster Tarou,GB,Jorudan,Simulation,1999,Europa,0
Hamster Tarou,GB,Jorudan,Simulation,1999,Japon,0.3
Hamster Tarou,GB,Jorudan,Simulation,1999,NorteAmerica,0
Hamster Tarou,GB,Jorudan,Simulation,1999,Otros,0
RayCrisis: Series Termination,PS,JVC,Shooter,1999,Europa,0.01
RayCrisis: Series Termination,PS,JVC,Shooter,1999,Japon,0
RayCrisis: Series Termination,PS,JVC,Shooter,1999,NorteAmerica,0.01
RayCrisis: Series Termination,PS,JVC,Shooter,1999,Otros,0
Lunar 2: Eternal Blue Complete,PS,Kadokawa Shoten,Role-Playing,1999,Europa,0.13
Lunar 2: Eternal Blue Complete,PS,Kadokawa Shoten,Role-Playing,1999,Japon,0
Lunar 2: Eternal Blue Complete,PS,Kadokawa Shoten,Role-Playing,1999,NorteAmerica,0.19
Lunar 2: Eternal Blue Complete,PS,Kadokawa Shoten,Role-Playing,1999,Otros,0.02
Charlie Blasts Territory,N64,Kemco,Action,1999,Europa,0.01
Charlie Blasts Territory,N64,Kemco,Action,1999,Japon,0
Charlie Blasts Territory,N64,Kemco,Action,1999,NorteAmerica,0.02
Charlie Blasts Territory,N64,Kemco,Action,1999,Otros,0
Shadowgate 64: Trials of the Four Towers,N64,Kemco,Adventure,1999,Europa,0.01
Shadowgate 64: Trials of the Four Towers,N64,Kemco,Adventure,1999,Japon,0
Shadowgate 64: Trials of the Four Towers,N64,Kemco,Adventure,1999,NorteAmerica,0.06
Shadowgate 64: Trials of the Four Towers,N64,Kemco,Adventure,1999,Otros,0
Top Gear Hyper-Bike,N64,Kemco,Racing,1999,Europa,0.01
Top Gear Hyper-Bike,N64,Kemco,Racing,1999,Japon,0
Top Gear Hyper-Bike,N64,Kemco,Racing,1999,NorteAmerica,0.05
Top Gear Hyper-Bike,N64,Kemco,Racing,1999,Otros,0
Top Gear Rally 2,N64,Kemco,Racing,1999,Europa,0.02
Top Gear Rally 2,N64,Kemco,Racing,1999,Japon,0
Top Gear Rally 2,N64,Kemco,Racing,1999,NorteAmerica,0.09
Top Gear Rally 2,N64,Kemco,Racing,1999,Otros,0
Silent Hill,PS,Konami Digital Entertainment,Action,1999,Europa,0.48
Silent Hill,PS,Konami Digital Entertainment,Action,1999,Japon,0.3
Silent Hill,PS,Konami Digital Entertainment,Action,1999,NorteAmerica,0.71
Silent Hill,PS,Konami Digital Entertainment,Action,1999,Otros,0.1
Dancing Blade II: Tears of Eden,PS,Konami Digital Entertainment,Adventure,1999,Europa,0
Dancing Blade II: Tears of Eden,PS,Konami Digital Entertainment,Adventure,1999,Japon,0.03
Dancing Blade II: Tears of Eden,PS,Konami Digital Entertainment,Adventure,1999,NorteAmerica,0
Dancing Blade II: Tears of Eden,PS,Konami Digital Entertainment,Adventure,1999,Otros,0
Metal Gear Solid Integral,PS,Konami Digital Entertainment,Adventure,1999,Europa,0
Metal Gear Solid Integral,PS,Konami Digital Entertainment,Adventure,1999,Japon,0.1
Metal Gear Solid Integral,PS,Konami Digital Entertainment,Adventure,1999,NorteAmerica,0
Metal Gear Solid Integral,PS,Konami Digital Entertainment,Adventure,1999,Otros,0.01
Metal Gear Solid VR Missions,PS,Konami Digital Entertainment,Adventure,1999,Europa,0.45
Metal Gear Solid VR Missions,PS,Konami Digital Entertainment,Adventure,1999,Japon,0
Metal Gear Solid VR Missions,PS,Konami Digital Entertainment,Adventure,1999,NorteAmerica,0.66
Metal Gear Solid VR Missions,PS,Konami Digital Entertainment,Adventure,1999,Otros,0.08
The Grinch,PS,Konami Digital Entertainment,Adventure,1999,Europa,0.2
The Grinch,PS,Konami Digital Entertainment,Adventure,1999,Japon,0
The Grinch,PS,Konami Digital Entertainment,Adventure,1999,NorteAmerica,0.29
The Grinch,PS,Konami Digital Entertainment,Adventure,1999,Otros,0.03
Konami Arcade Classics,PS,Konami Digital Entertainment,Misc,1999,Europa,0.01
Konami Arcade Classics,PS,Konami Digital Entertainment,Misc,1999,Japon,0
Konami Arcade Classics,PS,Konami Digital Entertainment,Misc,1999,NorteAmerica,0.02
Konami Arcade Classics,PS,Konami Digital Entertainment,Misc,1999,Otros,0
Castlevania,N64,Konami Digital Entertainment,Platform,1999,Europa,0.1
Castlevania,N64,Konami Digital Entertainment,Platform,1999,Japon,0.04
Castlevania,N64,Konami Digital Entertainment,Platform,1999,NorteAmerica,0.44
Castlevania,N64,Konami Digital Entertainment,Platform,1999,Otros,0.05
Castlevania: Legacy of Darkness,N64,Konami Digital Entertainment,Platform,1999,Europa,0.02
Castlevania: Legacy of Darkness,N64,Konami Digital Entertainment,Platform,1999,Japon,0.05
Castlevania: Legacy of Darkness,N64,Konami Digital Entertainment,Platform,1999,NorteAmerica,0.06
Castlevania: Legacy of Darkness,N64,Konami Digital Entertainment,Platform,1999,Otros,0
Woody Woodpecker Racing,PS,Konami Digital Entertainment,Racing,1999,Europa,0.04
Woody Woodpecker Racing,PS,Konami Digital Entertainment,Racing,1999,Japon,0
Woody Woodpecker Racing,PS,Konami Digital Entertainment,Racing,1999,NorteAmerica,0.06
Woody Woodpecker Racing,PS,Konami Digital Entertainment,Racing,1999,Otros,0.01
Hybrid Heaven,N64,Konami Digital Entertainment,Role-Playing,1999,Europa,0.04
Hybrid Heaven,N64,Konami Digital Entertainment,Role-Playing,1999,Japon,0.05
Hybrid Heaven,N64,Konami Digital Entertainment,Role-Playing,1999,NorteAmerica,0.16
Hybrid Heaven,N64,Konami Digital Entertainment,Role-Playing,1999,Otros,0
Yu-Gi-Oh! Forbidden Memories,PS,Konami Digital Entertainment,Role-Playing,1999,Europa,0.44
Yu-Gi-Oh! Forbidden Memories,PS,Konami Digital Entertainment,Role-Playing,1999,Japon,0
Yu-Gi-Oh! Forbidden Memories,PS,Konami Digital Entertainment,Role-Playing,1999,NorteAmerica,1.37
Yu-Gi-Oh! Forbidden Memories,PS,Konami Digital Entertainment,Role-Playing,1999,Otros,0.08
Yu-Gi-Oh! Forbidden Memories (JP sales),PS,Konami Digital Entertainment,Role-Playing,1999,Europa,0
Yu-Gi-Oh! Forbidden Memories (JP sales),PS,Konami Digital Entertainment,Role-Playing,1999,Japon,0.45
Yu-Gi-Oh! Forbidden Memories (JP sales),PS,Konami Digital Entertainment,Role-Playing,1999,NorteAmerica,0
Yu-Gi-Oh! Forbidden Memories (JP sales),PS,Konami Digital Entertainment,Role-Playing,1999,Otros,0.03
BeatMania Append 4thMix: The beat goes on,PS,Konami Digital Entertainment,Simulation,1999,Europa,0
BeatMania Append 4thMix: The beat goes on,PS,Konami Digital Entertainment,Simulation,1999,Japon,0.27
BeatMania Append 4thMix: The beat goes on,PS,Konami Digital Entertainment,Simulation,1999,NorteAmerica,0
BeatMania Append 4thMix: The beat goes on,PS,Konami Digital Entertainment,Simulation,1999,Otros,0.02
BeatMania Append GottaMix,PS,Konami Digital Entertainment,Simulation,1999,Europa,0
BeatMania Append GottaMix,PS,Konami Digital Entertainment,Simulation,1999,Japon,0.31
BeatMania Append GottaMix,PS,Konami Digital Entertainment,Simulation,1999,NorteAmerica,0
BeatMania Append GottaMix,PS,Konami Digital Entertainment,Simulation,1999,Otros,0.02
Dance Dance Revolution (Japan),PS,Konami Digital Entertainment,Simulation,1999,Europa,0
Dance Dance Revolution (Japan),PS,Konami Digital Entertainment,Simulation,1999,Japon,1.26
Dance Dance Revolution (Japan),PS,Konami Digital Entertainment,Simulation,1999,NorteAmerica,0
Dance Dance Revolution (Japan),PS,Konami Digital Entertainment,Simulation,1999,Otros,0.09
Dance Dance Revolution 2nd ReMIX,PS,Konami Digital Entertainment,Simulation,1999,Europa,0
Dance Dance Revolution 2nd ReMIX,PS,Konami Digital Entertainment,Simulation,1999,Japon,0.9
Dance Dance Revolution 2nd ReMIX,PS,Konami Digital Entertainment,Simulation,1999,NorteAmerica,0
Dance Dance Revolution 2nd ReMIX,PS,Konami Digital Entertainment,Simulation,1999,Otros,0.06
Guitar Freaks,PS,Konami Digital Entertainment,Simulation,1999,Europa,0
Guitar Freaks,PS,Konami Digital Entertainment,Simulation,1999,Japon,0.23
Guitar Freaks,PS,Konami Digital Entertainment,Simulation,1999,NorteAmerica,0
Guitar Freaks,PS,Konami Digital Entertainment,Simulation,1999,Otros,0.02
Tokimeki Memorial 2,PS,Konami Digital Entertainment,Simulation,1999,Europa,0
Tokimeki Memorial 2,PS,Konami Digital Entertainment,Simulation,1999,Japon,0.36
Tokimeki Memorial 2,PS,Konami Digital Entertainment,Simulation,1999,NorteAmerica,0
Tokimeki Memorial 2,PS,Konami Digital Entertainment,Simulation,1999,Otros,0.03
Bottom of the 9th,N64,Konami Digital Entertainment,Sports,1999,Europa,0
Bottom of the 9th,N64,Konami Digital Entertainment,Sports,1999,Japon,0
Bottom of the 9th,N64,Konami Digital Entertainment,Sports,1999,NorteAmerica,0.37
Bottom of the 9th,N64,Konami Digital Entertainment,Sports,1999,Otros,0
Fisherman's Bait 2: Big Ol' Bass,PS,Konami Digital Entertainment,Sports,1999,Europa,0.11
Fisherman's Bait 2: Big Ol' Bass,PS,Konami Digital Entertainment,Sports,1999,Japon,0
Fisherman's Bait 2: Big Ol' Bass,PS,Konami Digital Entertainment,Sports,1999,NorteAmerica,0.16
Fisherman's Bait 2: Big Ol' Bass,PS,Konami Digital Entertainment,Sports,1999,Otros,0.02
International Superstar Soccer 2000 (All region sales),N64,Konami Digital Entertainment,Sports,1999,Europa,0.26
International Superstar Soccer 2000 (All region sales),N64,Konami Digital Entertainment,Sports,1999,Japon,0.22
International Superstar Soccer 2000 (All region sales),N64,Konami Digital Entertainment,Sports,1999,NorteAmerica,0.01
International Superstar Soccer 2000 (All region sales),N64,Konami Digital Entertainment,Sports,1999,Otros,0.02
International Superstar Soccer 2000 (JP weekly sales),N64,Konami Digital Entertainment,Sports,1999,Europa,0
International Superstar Soccer 2000 (JP weekly sales),N64,Konami Digital Entertainment,Sports,1999,Japon,0.18
International Superstar Soccer 2000 (JP weekly sales),N64,Konami Digital Entertainment,Sports,1999,NorteAmerica,0
International Superstar Soccer 2000 (JP weekly sales),N64,Konami Digital Entertainment,Sports,1999,Otros,0
International Track & Field 2000,PS,Konami Digital Entertainment,Sports,1999,Europa,0.04
International Track & Field 2000,PS,Konami Digital Entertainment,Sports,1999,Japon,0
International Track & Field 2000,PS,Konami Digital Entertainment,Sports,1999,NorteAmerica,0.06
International Track & Field 2000,PS,Konami Digital Entertainment,Sports,1999,Otros,0.01
Jikkyou Powerful Pro Yakyuu 6,N64,Konami Digital Entertainment,Sports,1999,Europa,0
Jikkyou Powerful Pro Yakyuu 6,N64,Konami Digital Entertainment,Sports,1999,Japon,0.39
Jikkyou Powerful Pro Yakyuu 6,N64,Konami Digital Entertainment,Sports,1999,NorteAmerica,0
Jikkyou Powerful Pro Yakyuu 6,N64,Konami Digital Entertainment,Sports,1999,Otros,0.03
Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,PS,Konami Digital Entertainment,Sports,1999,Europa,0
Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,PS,Konami Digital Entertainment,Sports,1999,Japon,0.76
Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,PS,Konami Digital Entertainment,Sports,1999,NorteAmerica,0
Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,PS,Konami Digital Entertainment,Sports,1999,Otros,0.05
Jikkyou Powerful Pro Yakyuu '99 Ketteiban,PS,Konami Digital Entertainment,Sports,1999,Europa,0
Jikkyou Powerful Pro Yakyuu '99 Ketteiban,PS,Konami Digital Entertainment,Sports,1999,Japon,0.25
Jikkyou Powerful Pro Yakyuu '99 Ketteiban,PS,Konami Digital Entertainment,Sports,1999,NorteAmerica,0
Jikkyou Powerful Pro Yakyuu '99 Ketteiban,PS,Konami Digital Entertainment,Sports,1999,Otros,0.02
NHL Blades of Steel 2000,PS,Konami Digital Entertainment,Sports,1999,Europa,0.01
NHL Blades of Steel 2000,PS,Konami Digital Entertainment,Sports,1999,Japon,0
NHL Blades of Steel 2000,PS,Konami Digital Entertainment,Sports,1999,NorteAmerica,0.02
NHL Blades of Steel 2000,PS,Konami Digital Entertainment,Sports,1999,Otros,0
NHL Blades of Steel '99,N64,Konami Digital Entertainment,Sports,1999,Europa,0
NHL Blades of Steel '99,N64,Konami Digital Entertainment,Sports,1999,Japon,0
NHL Blades of Steel '99,N64,Konami Digital Entertainment,Sports,1999,NorteAmerica,0.05
NHL Blades of Steel '99,N64,Konami Digital Entertainment,Sports,1999,Otros,0
No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!,PS,Konami Digital Entertainment,Sports,1999,Europa,0
No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!,PS,Konami Digital Entertainment,Sports,1999,Japon,0.3
No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!,PS,Konami Digital Entertainment,Sports,1999,NorteAmerica,0
No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!,PS,Konami Digital Entertainment,Sports,1999,Otros,0.02
Power Pro Kun Pocket,GB,Konami Digital Entertainment,Sports,1999,Europa,0
Power Pro Kun Pocket,GB,Konami Digital Entertainment,Sports,1999,Japon,0.17
Power Pro Kun Pocket,GB,Konami Digital Entertainment,Sports,1999,NorteAmerica,0
Power Pro Kun Pocket,GB,Konami Digital Entertainment,Sports,1999,Otros,0
Vandal Hearts II,PS,Konami Digital Entertainment,Strategy,1999,Europa,0.04
Vandal Hearts II,PS,Konami Digital Entertainment,Strategy,1999,Japon,0
Vandal Hearts II,PS,Konami Digital Entertainment,Strategy,1999,NorteAmerica,0.06
Vandal Hearts II,PS,Konami Digital Entertainment,Strategy,1999,Otros,0.01
Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories,GB,Konami Digital Entertainment,Strategy,1999,Europa,0
Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories,GB,Konami Digital Entertainment,Strategy,1999,Japon,1.1
Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories,GB,Konami Digital Entertainment,Strategy,1999,NorteAmerica,0
Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories,GB,Konami Digital Entertainment,Strategy,1999,Otros,0
Legoland,PC,LEGO Media,Action,1999,Europa,0.01
Legoland,PC,LEGO Media,Action,1999,Japon,0
Legoland,PC,LEGO Media,Action,1999,NorteAmerica,0
Legoland,PC,LEGO Media,Action,1999,Otros,0
LEGO Racers,N64,LEGO Media,Racing,1999,Europa,0.18
LEGO Racers,N64,LEGO Media,Racing,1999,Japon,0
LEGO Racers,N64,LEGO Media,Racing,1999,NorteAmerica,0.51
LEGO Racers,N64,LEGO Media,Racing,1999,Otros,0.01
LEGO Racers,PS,LEGO Media,Racing,1999,Europa,0.14
LEGO Racers,PS,LEGO Media,Racing,1999,Japon,0
LEGO Racers,PS,LEGO Media,Racing,1999,NorteAmerica,0.2
LEGO Racers,PS,LEGO Media,Racing,1999,Otros,0.02
LEGO Rock Raiders,PS,LEGO Media,Strategy,1999,Europa,0.04
LEGO Rock Raiders,PS,LEGO Media,Strategy,1999,Japon,0
LEGO Rock Raiders,PS,LEGO Media,Strategy,1999,NorteAmerica,0.06
LEGO Rock Raiders,PS,LEGO Media,Strategy,1999,Otros,0.01
Star Wars Episode 1: Jedi Power Battles,PS,LucasArts,Action,1999,Europa,0.48
Star Wars Episode 1: Jedi Power Battles,PS,LucasArts,Action,1999,Japon,0.01
Star Wars Episode 1: Jedi Power Battles,PS,LucasArts,Action,1999,NorteAmerica,0.66
Star Wars Episode 1: Jedi Power Battles,PS,LucasArts,Action,1999,Otros,0.06
Star Wars Episode I: The Phantom Menace,PS,LucasArts,Adventure,1999,Europa,0.89
Star Wars Episode I: The Phantom Menace,PS,LucasArts,Adventure,1999,Japon,0.04
Star Wars Episode I: The Phantom Menace,PS,LucasArts,Adventure,1999,NorteAmerica,0.72
Star Wars Episode I: The Phantom Menace,PS,LucasArts,Adventure,1999,Otros,0.1
Detective Barbie: The Mystery Cruise,PS,Mattel Interactive,Adventure,1999,Europa,0.05
Detective Barbie: The Mystery Cruise,PS,Mattel Interactive,Adventure,1999,Japon,0
Detective Barbie: The Mystery Cruise,PS,Mattel Interactive,Adventure,1999,NorteAmerica,0.08
Detective Barbie: The Mystery Cruise,PS,Mattel Interactive,Adventure,1999,Otros,0.01
Barbie Super Sports,PS,Mattel Interactive,Sports,1999,Europa,0.08
Barbie Super Sports,PS,Mattel Interactive,Sports,1999,Japon,0
Barbie Super Sports,PS,Mattel Interactive,Sports,1999,NorteAmerica,0.12
Barbie Super Sports,PS,Mattel Interactive,Sports,1999,Otros,0.01
Worms Armageddon,PS,Microprose,Strategy,1999,Europa,0.81
Worms Armageddon,PS,Microprose,Strategy,1999,Japon,0
Worms Armageddon,PS,Microprose,Strategy,1999,NorteAmerica,0.18
Worms Armageddon,PS,Microprose,Strategy,1999,Otros,0.08
Age of Empires II: The Age of Kings,PC,Microsoft Game Studios,Strategy,1999,Europa,0.08
Age of Empires II: The Age of Kings,PC,Microsoft Game Studios,Strategy,1999,Japon,0
Age of Empires II: The Age of Kings,PC,Microsoft Game Studios,Strategy,1999,NorteAmerica,0.01
Age of Empires II: The Age of Kings,PC,Microsoft Game Studios,Strategy,1999,Otros,0.02
Battle Hunter,PS,Midas Interactive Entertainment,Strategy,1999,Europa,0.01
Battle Hunter,PS,Midas Interactive Entertainment,Strategy,1999,Japon,0
Battle Hunter,PS,Midas Interactive Entertainment,Strategy,1999,NorteAmerica,0.02
Battle Hunter,PS,Midas Interactive Entertainment,Strategy,1999,Otros,0
Gauntlet Legends,N64,Midway Games,Action,1999,Europa,0.1
Gauntlet Legends,N64,Midway Games,Action,1999,Japon,0
Gauntlet Legends,N64,Midway Games,Action,1999,NorteAmerica,0.43
Gauntlet Legends,N64,Midway Games,Action,1999,Otros,0.01
Paperboy,N64,Midway Games,Action,1999,Europa,0.05
Paperboy,N64,Midway Games,Action,1999,Japon,0
Paperboy,N64,Midway Games,Action,1999,NorteAmerica,0.19
Paperboy,N64,Midway Games,Action,1999,Otros,0
Arcade Party Pak,PS,Midway Games,Misc,1999,Europa,0.04
Arcade Party Pak,PS,Midway Games,Misc,1999,Japon,0
Arcade Party Pak,PS,Midway Games,Misc,1999,NorteAmerica,0.06
Arcade Party Pak,PS,Midway Games,Misc,1999,Otros,0.01
California Speed,N64,Midway Games,Misc,1999,Europa,0.03
California Speed,N64,Midway Games,Misc,1999,Japon,0
California Speed,N64,Midway Games,Misc,1999,NorteAmerica,0.13
California Speed,N64,Midway Games,Misc,1999,Otros,0
Hydro Thunder,PS,Midway Games,Racing,1999,Europa,0.17
Hydro Thunder,PS,Midway Games,Racing,1999,Japon,0
Hydro Thunder,PS,Midway Games,Racing,1999,NorteAmerica,0.26
Hydro Thunder,PS,Midway Games,Racing,1999,Otros,0.03
World Driver Championship,N64,Midway Games,Racing,1999,Europa,0.03
World Driver Championship,N64,Midway Games,Racing,1999,Japon,0
World Driver Championship,N64,Midway Games,Racing,1999,NorteAmerica,0.14
World Driver Championship,N64,Midway Games,Racing,1999,Otros,0
NBA Showtime: NBA on NBC,N64,Midway Games,Sports,1999,Europa,0.02
NBA Showtime: NBA on NBC,N64,Midway Games,Sports,1999,Japon,0
NBA Showtime: NBA on NBC,N64,Midway Games,Sports,1999,NorteAmerica,0.23
NBA Showtime: NBA on NBC,N64,Midway Games,Sports,1999,Otros,0
NBA Showtime: NBA on NBC,PS,Midway Games,Sports,1999,Europa,0.21
NBA Showtime: NBA on NBC,PS,Midway Games,Sports,1999,Japon,0
NBA Showtime: NBA on NBC,PS,Midway Games,Sports,1999,NorteAmerica,0.31
NBA Showtime: NBA on NBC,PS,Midway Games,Sports,1999,Otros,0.04
NFL Blitz 2000,N64,Midway Games,Sports,1999,Europa,0.02
NFL Blitz 2000,N64,Midway Games,Sports,1999,Japon,0
NFL Blitz 2000,N64,Midway Games,Sports,1999,NorteAmerica,0.55
NFL Blitz 2000,N64,Midway Games,Sports,1999,Otros,0
Ready 2 Rumble Boxing,N64,Midway Games,Sports,1999,Europa,0.11
Ready 2 Rumble Boxing,N64,Midway Games,Sports,1999,Japon,0
Ready 2 Rumble Boxing,N64,Midway Games,Sports,1999,NorteAmerica,0.47
Ready 2 Rumble Boxing,N64,Midway Games,Sports,1999,Otros,0.01
Rat Attack!,PS,Mindscape,Puzzle,1999,Europa,0.02
Rat Attack!,PS,Mindscape,Puzzle,1999,Japon,0
Rat Attack!,PS,Mindscape,Puzzle,1999,NorteAmerica,0.03
Rat Attack!,PS,Mindscape,Puzzle,1999,Otros,0
Countdown Vampires,PS,Namco Bandai Games,Adventure,1999,Europa,0.01
Countdown Vampires,PS,Namco Bandai Games,Adventure,1999,Japon,0
Countdown Vampires,PS,Namco Bandai Games,Adventure,1999,NorteAmerica,0.02
Countdown Vampires,PS,Namco Bandai Games,Adventure,1999,Otros,0
Neon Genesis Evangelion,N64,Namco Bandai Games,Adventure,1999,Europa,0
Neon Genesis Evangelion,N64,Namco Bandai Games,Adventure,1999,Japon,0.06
Neon Genesis Evangelion,N64,Namco Bandai Games,Adventure,1999,NorteAmerica,0
Neon Genesis Evangelion,N64,Namco Bandai Games,Adventure,1999,Otros,0
SoulCalibur,DC,Namco Bandai Games,Fighting,1999,Europa,0
SoulCalibur,DC,Namco Bandai Games,Fighting,1999,Japon,0.34
SoulCalibur,DC,Namco Bandai Games,Fighting,1999,NorteAmerica,0
SoulCalibur,DC,Namco Bandai Games,Fighting,1999,Otros,0
Namco Museum 64,N64,Namco Bandai Games,Misc,1999,Europa,0.17
Namco Museum 64,N64,Namco Bandai Games,Misc,1999,Japon,0.03
Namco Museum 64,N64,Namco Bandai Games,Misc,1999,NorteAmerica,1.24
Namco Museum 64,N64,Namco Bandai Games,Misc,1999,Otros,0.01
Mr. Driller,PS,Namco Bandai Games,Puzzle,1999,Europa,0.01
Mr. Driller,PS,Namco Bandai Games,Puzzle,1999,Japon,0
Mr. Driller,PS,Namco Bandai Games,Puzzle,1999,NorteAmerica,0.02
Mr. Driller,PS,Namco Bandai Games,Puzzle,1999,Otros,0
Chocobo no Fushigi Dungeon for WonderSwan,WS,Namco Bandai Games,Role-Playing,1999,Europa,0
Chocobo no Fushigi Dungeon for WonderSwan,WS,Namco Bandai Games,Role-Playing,1999,Japon,0.18
Chocobo no Fushigi Dungeon for WonderSwan,WS,Namco Bandai Games,Role-Playing,1999,NorteAmerica,0
Chocobo no Fushigi Dungeon for WonderSwan,WS,Namco Bandai Games,Role-Playing,1999,Otros,0
Digimon Adventure: Anode Tamer,WS,Namco Bandai Games,Role-Playing,1999,Europa,0
